	index	Air Date	Category	Value	Question	Answer
4757	5832	2011-07-22	LETTER PERFECT	$800	In baseball scoring it refers to a fielder's boo-boo	E (for error)
4758	5833	2011-07-22	PAINTINGS IN THE PRADO	$1200	"Jose de Ribera's rendition of <a href=""http://www.j-archive.com/media/2011-07-22_DJ_11.jpg"" target=""_blank"">this</a> Old Testament patriarch's dream is in the collection"	Jacob
4759	5834	2011-07-22	AUTO TUNES	$1200	"Janis Joplin sang, ""oh lord, won't you buy me"" this car? ""my friends all drive Porsches, I must make amends"""	a Mercedes Benz
4760	5835	2011-07-22	STORY WITHIN A STORY	$1200	"Shakespeare: ""we few, we happy few, we"" this Stephen Ambrose book & miniseries"	Band of Brothers
4761	5836	2011-07-22	BRITISH TITLES OF NOBILITY	$1200	Used by one who holds his title only for life, it's also a homophone for a desolate adjective	Baron
4762	5837	2011-07-22	DAM IT!	$1200	The Oxbow, Brownlee & Hells Canyon dams all dam this winding river	the Snake
4763	5838	2011-07-22	LETTER PERFECT	$1200	Christ, symbolically	X
4764	5839	2011-07-22	PAINTINGS IN THE PRADO	$1600	"This low country painter disturbs Prado patrons with his ""Garden of Earthly Delights"""	(Hieronymus) Bosch
4765	5840	2011-07-22	AUTO TUNES	$1600	"Aretha Franklin sang about ""ridin' on the freeway of love"" in this car; it was later the title of a hit by Natalie Cole"	"""Pink Cadillac"""
4766	5841	2011-07-22	STORY WITHIN A STORY	$1600	"The ""Odyssey"": ""(Faulkner novel), the woman with the dog's eyes would not close my eyes as I descended into Hades"""	As I Lay Dying
4767	5842	2011-07-22	BRITISH TITLES OF NOBILITY	$1600	There's one of Beaufort & one of Bedford & also a university in North Carolina	Duke
4768	5843	2011-07-22	DAM IT!	$1,000	Norris Dam, completed in 1936, was the first dam built by this New Deal agency	the TVA (Tennessee Valley Authority)
4769	5844	2011-07-22	LETTER PERFECT	$1600	The velocity of light in a vacuum	c
4770	5845	2011-07-22	PAINTINGS IN THE PRADO	$2000	"(<a href=""http://www.j-archive.com/media/2011-07-22_DJ_13.jpg"" target=""_blank"">Jimmy of the Clue Crew presents the clue on a monitor</a>.)  In a portrait by Anthony Mor,  England's Queen Mary holds a red rose--the symbol of <a href=""http://www.j-archive.com/media/2011-07-22_DJ_13a.jpg"" target=""_blank"">this</a> side in the Wars of the Roses  that triumphed under Mary's grandfather, Henry Tudor"	Lancaster
4771	5846	2011-07-22	AUTO TUNES	$2000	Sammy Hagar protested the speed limit in this hit	"""I Can't Drive 55"""
4772	5847	2011-07-22	STORY WITHIN A STORY	$2000	"Whitman: this E.M. Forster novel! ""cooling airs from Caucasus far, soothing cradle of man, the River Euphrates"	Passage to India
4773	5848	2011-07-22	BRITISH TITLES OF NOBILITY	$2000	"Princess Margaret's son holds this fourth-highest rank, preceding ""Linley"""	Viscount
4774	5849	2011-07-22	DAM IT!	$2000	In the 1910s the Elephant Butte Dam was built on this river to provide water & irrigation to Texas & New Mexico	the Rio Grande
4775	5850	2011-07-22	LETTER PERFECT	$2000	Tungsten, on the periodic table	W (Wolfram)
4776	5851	2011-07-21	THE HUMAN BODY	$200	On average, this human organ covers between 14 & 18 square feet	the skin
4777	5852	2011-07-21	ACTRESSES' TRESSES	$200	Veronica Lake's haircut that covered one eye was this style, also the name of a game played with small children	a peekaboo
4778	5853	2011-07-21	HODGEPODGE	$200	The bright star Regulus represents the lion's foot in this constellation	Leo
4779	5854	2011-07-21	THERE SHE IS, MISS AMERICA	$200	There she is, again & again--Mary Campbell, from this capital of Ohio, won in 1922 & '23 & was 1st runner-up in '24	Columbus
4780	5855	2011-07-21	MEMBER NATIONS OF OPEC	$200	This mideastern member nation holds the world's largest reserves of petroleum	Saudi Arabia
4781	5856	2011-07-21	"LOTS OF ""OIL"""	$200	Proverbially, it's what you do to a child when you spare the rod	spoil
4782	5857	2011-07-21	THE HUMAN BODY	$400	These identifying ridges on the hands are visible on human fetuses at about 4 months	fingerprints
4783	5858	2011-07-21	ACTRESSES' TRESSES	$400	"In the '60s people ""flip""ped for this actress' 'do as Laura Petrie"	Mary Tyler Moore
4784	5859	2011-07-21	HODGEPODGE	$400	Fischbacher & Horn are the last names of this pair made famous by their magical live performances with tigers	Siegfried and Roy
4785	5860	2011-07-21	THERE SHE IS, MISS AMERICA	$400	It's fair (& balanced) to tell you 1989's Gretchen Carlson reports for this news channel--you decide which one	FoxNews
4786	5861	2011-07-21	MEMBER NATIONS OF OPEC	$400	One of the smallest PECs is this country that was invaded in 1990 for its oil	Kuwait
4787	5862	2011-07-21	"LOTS OF ""OIL"""	$400	A weapon for fencing	a foil
4788	5863	2011-07-21	THE HUMAN BODY	$600	"(<a href=""http://www.j-archive.com/media/2011-07-21_J_09.wmv"">Kelly of the Clue Crew demonstrates with a knife.</a>) The paper clip moves because no matter how hard you try, you can't hold completely still because the cells of this type of tissue are always in alternating states of contraction & relaxation"	muscle tissue
4789	5864	2011-07-21	ACTRESSES' TRESSES	$600	"In 2011 she sported a new chin-length bob while promoting her film ""Just Go With It"""	Jennifer Anniston
4790	5865	2011-07-21	HODGEPODGE	$600	You might do the funky chicken or the fox trot at one of these endurance contests for couples	a dance-a-thon (or a dance marathon)
4791	5866	2011-07-21	THERE SHE IS, MISS AMERICA	$600	"In 2011 17-year-old Teresa Scanlan from this ""Cornhusker State"" became the youngest winner since 1933"	Nebraska
4792	5867	2011-07-21	MEMBER NATIONS OF OPEC	$600	Until it withdrew in 2008, the only far east nation in OPEC was this large one made up of thousands of islands	Indonesia
4793	5868	2011-07-21	"LOTS OF ""OIL"""	$600	7-letter word for the highest layer of dirt from which plants take nutrients	topsoil
4794	5869	2011-07-21	THE HUMAN BODY	$800	The average life span of these receptor cell groups in the mouth is 8-10 days	tastebuds
4795	5870	2011-07-21	ACTRESSES' TRESSES	$800	"This redheaded co-star of ""The Kids Are All Right"" has published a children's book, ""Freckleface Strawberry"""	Julianne Moore
4796	5871	2011-07-21	HODGEPODGE	$800	"This ""insect"" of a company calls itself the world's leading maker of construction & mining equipment"	Caterpillar
4797	5872	2011-07-21	THERE SHE IS, MISS AMERICA	$800	1959's Mary Ann Mobley played Maggie Drummond on this Gary Coleman sitcom	Diff'rent Strokes
4798	5873	2011-07-21	MEMBER NATIONS OF OPEC	$1,200	Ecuador & this other South American country are members	Venezuela
4799	5874	2011-07-21	"LOTS OF ""OIL"""	$800	One of the 4 things Winston Churchill offered the British people in his first speech as prime minister	toil
4800	5875	2011-07-21	THE HUMAN BODY	$1000	In the average human body there is enough of this element, atomic no. 6, to make about 900 pencils	carbon
4801	5876	2011-07-21	ACTRESSES' TRESSES	$1000	"She sported a shaved head & an incredibly buff bod in ""G.I. Jane"""	Demi Moore
4802	5877	2011-07-21	HODGEPODGE	$1000	This language has 3 main dialects: Connact, Munster & Ulster	Gaelic (or Irish)
4803	5878	2011-07-21	THERE SHE IS, MISS AMERICA	$1000	"This 1971 winner co-hosted ""The NFL Today"" for CBS from 1975 to 1984"	Phyllis George
4804	5879	2011-07-21	MEMBER NATIONS OF OPEC	$1000	In March 2011 world oil prices rose due to fighting in this OPEC member's oil cities, like Ras Lanuf	Libya
4805	5880	2011-07-21	"LOTS OF ""OIL"""	$1000	To make water muddy by stirring up sediment	roil
4806	5881	2011-07-21	MINOR FACTS ABOUT MAJOR PEOPLE	$400	At his second inaugural address in 1793, he made no mention of his dogs sweet lips, drunkard & tipsy	Washington
4807	5882	2011-07-21	NBA ROOKIES OF THE YEAR	$400	In 1985 it was this Bull with a bright future	Michael Jordan
4808	5883	2011-07-21	BOURBON PLANNING	$400	"This man for whom a Clermont, Ky. bourbon is named uses the more formal ""James"" in the name of the company"	Jim Beam
4809	5884	2011-07-21	NOVEL QUOTES	$400	"1937:  ""A sudden understanding, a pity mixed with horror, welled up in Bilbo's heart"""	The Hobbit
4810	5885	2011-07-21	MOUNTAINS	$400	At 14,433 feet, Colorado's Mount Elbert is the highest peak in this mountain chain	the Rockies
4811	5886	2011-07-21	SCOOBY'S RELATIVES?	$400	3-syllable adjective for an unpaid bill or a late library book	overdue
4812	5887	2011-07-21	MINOR FACTS ABOUT MAJOR PEOPLE	$800	This long-term Caribbean leader who came to power in 1959 is an accomplished ping-pong player	Fidel Castro
4813	5888	2011-07-21	NBA ROOKIES OF THE YEAR	$800	Shaq took the honor in 1993 as a member of this team	the Orlando Magic
4814	5889	2011-07-21	BOURBON PLANNING	$800	Bourbon is made with this type of mash that uses liquid from a prior distillation; so is Jack Daniel's, but Jack ain't bourbon	sourmash
4815	5890	2011-07-21	NOVEL QUOTES	$800	"2003:  ""The Holy Grail is not a thing. It is, in fact... a person"""	The Da Vinci Code
4816	5891	2011-07-21	MOUNTAINS	$800	Lake Kawaguchi is famous for its inverted reflection of this peak on its still waters	Fuji
4817	5892	2011-07-21	SCOOBY'S RELATIVES?	$800	This carbonated beverage comes in varieties called Baja Blast & Livewire	Mountain Dew
4818	5893	2011-07-21	MINOR FACTS ABOUT MAJOR PEOPLE	$1200	At the St. Louis exposition of 1904, this Apache leader signed & sold autographs	Geronimo
4819	5894	2011-07-21	NBA ROOKIES OF THE YEAR	$1200	In 2009 Allen Iverson returned to this team for which he won the award in 1997	the (Philadelphia) 76ers
4820	5895	2011-07-21	BOURBON PLANNING	$1200	"Legend has it that <a href=""http://www.j-archive.com/media/2011-07-21_DJ_18.jpg"" target=""_blank"">this</a> brand's founder took its name from a southern belle's corsage"	Four Roses
4821	5896	2011-07-21	NOVEL QUOTES	$1200	"""George gonna say I done a bad thing. He ain't gonna let me tend no rabbits"""	Of Mice and Men
4822	5897	2011-07-21	MOUNTAINS	$1200	"Worn down by wind and rain, the mountains of <a href=""http://www.j-archive.com/media/2011-07-21_DJ_28.jpg"" target=""_blank"">this</a> range that includes the Vesuvius are among the lowest in Europe"	the Apennines
4823	5898	2011-07-21	SCOOBY'S RELATIVES?	$1200	"This Frenchman played the title roles in ""Danton"" & ""Cyrano de Bergerac"""	Gérard Depardieu
4824	5899	2011-07-21	MINOR FACTS ABOUT MAJOR PEOPLE	$1600	"This French thinker & author of ""No Exit"" had an ocular condition & was called ""short, ugly, wall-eyed"" by Life magazine"	(Jean-Paul) Sartre
4825	5900	2011-07-21	NBA ROOKIES OF THE YEAR	$1600	This Knicks center was the 1986 choice	Patrick Ewing
4826	5901	2011-07-21	BOURBON PLANNING	$1600	"The brand Evan Williams honors ""Kentucky's first distiller"", who set up on the banks of this river in Louisville in 1783"	the Ohio
4827	5902	2011-07-21	NOVEL QUOTES	$9,000	"1995: ""Perhaps, thought Nanny, little green Elphaba chose her own sex, and her own color"""	Wicked
4828	5903	2011-07-21	MOUNTAINS	$1600	Now dormant, this volcano in Eastern Turkey last erupted on June 2, 1840	Mount Ararat
4829	5904	2011-07-21	SCOOBY'S RELATIVES?	$1600	Term for something that remains after most has been removed	a residue
4830	5905	2011-07-21	MINOR FACTS ABOUT MAJOR PEOPLE	$2000	As a prince, this Prussian embraced the arts & music; as king following his father, Frederick William, he waged war	Frederick the Great
4831	5906	2011-07-21	NBA ROOKIES OF THE YEAR	$2000	When Kareem Abdul-Jabbar got the award, he was going by this name	Lew Alcindor
4832	5907	2011-07-21	BOURBON PLANNING	$2000	3 parts Maker's Mark + 1 part sweet vermouth + maraschino juice + the cherry = the Maker's Mark this cocktail	Manhattan
4833	5908	2011-07-21	NOVEL QUOTES	$2000	"1952:  ""When I walk down the street I bet people will say there goes Roy Hobbs, the best there ever was in the game"""	The Natural
4834	5909	2011-07-21	MOUNTAINS	$2000	This range forms an arc from Slovakia to Romania with both ends lying on the Danube river	the Carpathians
4835	5910	2011-07-21	SCOOBY'S RELATIVES?	$3,400	This capital at the confluence of the Baghmati & Vishnumati is also called Kantipur	Kathmandu
4836	5911	2011-07-20	PRESIDENTS BY FIRST NAME	$200	The one & only Zachary	Taylor
4837	5912	2011-07-20	CELEBS WE'D LIKE TO SEE ON REALITY SHOWS	$200	"Dick Cheney belting out ""Man! I Feel Like A Woman!"" That would leave judge J-Lo's jaw hanging on this show"	American Idol
4838	5913	2011-07-20	THEY HELD UP	$200	In a 1950 speech he held up what he said was a list of 205 Communists in the State Department	(Joseph) McCarthy
4839	5914	2011-07-20	ATTILA THE HUNGRY	$200	Attila, enjoy these Sardou: poached, with artichoke hearts, truffles, ham, anchovies & hollandaise	eggs
4840	5915	2011-07-20	WHO PAINTED WHOM?	$200	"1937: ""Portrait of Diego Rivera"""	(Frida) Kahlo
4841	5916	2011-07-20	SYNONYMS ON THE INSIDE	$200	"Inside ""equivalent"" is this word meaning equivalent"	equal (in equivalent)
4842	5917	2011-07-20	PRESIDENTS BY FIRST NAME	$400	The 2 Andrews	Jackson and Johnson
4843	5918	2011-07-20	CELEBS WE'D LIKE TO SEE ON REALITY SHOWS	$400	New roommate in this show's house! Yo, it's Martha Stewart, goin' to Karma with Deena & JWoww in search of juiceheads	Jersey Shore
4844	5919	2011-07-20	THEY HELD UP	$400	On Jan. 15, 1934 he held up the First National Bank in East Chicago, Indiana (& didn't stop to see a movie)	John Dillinger
4845	5920	2011-07-20	ATTILA THE HUNGRY	$400	Despite what a book title said, you'll be a real man after you eat this French dish made in a fluted pan	quiche
4846	5921	2011-07-20	WHO PAINTED WHOM?	$400	"1892: ""Vahine no te vi"" or ""Woman with Mango"""	(Paul) Gauguin
4847	5922	2011-07-20	SYNONYMS ON THE INSIDE	$400	"Inside ""deceased"" is this word meaning deceased"	dead (in deceased)
4848	5923	2011-07-20	PRESIDENTS BY FIRST NAME	$600	3 of the 4 Williams	Taft, William Henry Harrison, and Clinton (and McKinley)
4849	5924	2011-07-20	CELEBS WE'D LIKE TO SEE ON REALITY SHOWS	$600	Duane Chapman's new sidekick chasing down bad guys on this A&E show? 3 words: Dame. Judi. Dench	Dog the Bounty Hunter
4850	5925	2011-07-20	THEY HELD UP	$600	An admiral's son, he held up under torture in North Vietnam, even refusing early release	John McCain
4851	5926	2011-07-20	ATTILA THE HUNGRY	$600	"I know you like this nut ""Roasting On An Open Fire"", along with your enemies; try some sweetened ones, as in marrons glaces"	chestnuts
4852	5927	2011-07-20	WHO PAINTED WHOM?	$600	"1892: ""Two Women Dancing at the Moulin Rouge"""	Lautrec
4853	5928	2011-07-20	SYNONYMS ON THE INSIDE	$600	"Inside ""fragile"" is this word meaning fragile"	frail (in fragile)
4854	5929	2011-07-20	PRESIDENTS BY FIRST NAME	$800	The last John alphabetically by last name	Tyler
4855	5930	2011-07-20	CELEBS WE'D LIKE TO SEE ON REALITY SHOWS	$800	Ladies & gentlemen, please enjoy the comedy stylings of Mr. Harry Reid on this NBC show hosted by Craig Robinson	Last Comic Standing
4856	5931	2011-07-20	THEY HELD UP	$800	In this type of story of the Pharisee & the publican, Jesus held up the latter as the example to follow	a parable
4857	5932	2011-07-20	ATTILA THE HUNGRY	$800	Atty! No blood of the innocent until you've had this 9-letter veggie whose stalks are apple-green with purple-tinged tips	asparagus
4858	5933	2011-07-20	WHO PAINTED WHOM?	$1,000	"Circa 1665: ""Girl with a Pearl Earring"""	(Jan) Vermeer
4859	5934	2011-07-20	SYNONYMS ON THE INSIDE	$800	"Inside ""masculine"" is this 4-letter synonym for masculine"	male (in masculine)
4860	5935	2011-07-20	PRESIDENTS BY FIRST NAME	$1000	The 2 Thomases (one went by his middle name)	Jefferson and Wilson
4861	5936	2011-07-20	CELEBS WE'D LIKE TO SEE ON REALITY SHOWS	$1000	Can Meryl Streep make the Vikings as a defensive tackle? This HBO NFL series will test her famed versatility	Hard Knocks
4862	5937	2011-07-20	THEY HELD UP	$1000	In the original myth, this Titan held up the sky, not the earth, on his shoulders	Atlas
4863	5938	2011-07-20	ATTILA THE HUNGRY	$1000	I know you hate Italy, but it's obvious you love this Naples fave, a deep-fried, half-moon-shaped stuffed pizza	a calzone
4864	5939	2011-07-20	WHO PAINTED WHOM?	$1000	"1903: ""The Old Guitarist"""	Picasso
4865	5940	2011-07-20	SYNONYMS ON THE INSIDE	$1000	"Inside ""exists"" is this word meaning exists"	is (in exists)
4866	5941	2011-07-20	BUSINESS & FINANCE ABBREV.	$400	IPO: a company's first stock sold to the general population	Initial Public Offering
4867	5942	2011-07-20	SONGS FROM MUSICALS	$400	"""Adelaide's Lament"" & ""Luck Be A Lady"""	Guys and Dolls
4868	5943	2011-07-20	THE STYLE OF ELEMENTS	$400	Humphry Davy named this element after potash, its much older name	potassium
4869	5944	2011-07-20	"THAT'S ""RIGHT""!"	$400	He plays between the right tackle & the center, & he probably really needs his deodorant	the right guard
4870	5945	2011-07-20	LOUIS, LOUIS	$400	His alphabet consists of 6 raised points used in multiple combinations	(Louis) Braille
4871	5946	2011-07-20	WE GOTTA GO	$400	If we make it to this Asian island by November 12, we can celebrate its national holiday of Sun Yat-sen day	Taiwan
4872	5947	2011-07-20	BUSINESS & FINANCE ABBREV.	$800	COO: the executive responsible to the board for the day-to-day running of the business	Chief Operating Officer
4873	5948	2011-07-20	SONGS FROM MUSICALS	$800	"""Little Girls"" & ""It's The Hard-knock Life"""	Annie
4874	5949	2011-07-20	THE STYLE OF ELEMENTS	$800	"(<a href=""http://www.j-archive.com/media/2011-07-20_DJ_17.jpg"" target=""_blank"">Sarah of the Clue Crew holds a wall clock with symblos of the elements instead of numbers.</a>) The Chem Time Clock helps chemistry students learn the periodic table by using element's symbols in place of numbers. It's 1:35, or <a href=""http://www.j-archive.com/media/2011-07-20_DJ_17a.jpg"" target=""_blank"">these</a> <a href=""http://www.j-archive.com/media/2011-07-20_DJ_17b.jpg"" target=""_blank"">two</a> elements"	hydrogen and nitrogen
4875	5950	2011-07-20	"THAT'S ""RIGHT""!"	$800	Doctrine asserting that federal laws shouldn't trump those of Alabama or Idaho	states' rights
4876	5951	2011-07-20	LOUIS, LOUIS	$800	Raised in Detroit, he won the national Amateur Athletic Union light heavyweight boxing crown in 1934	Joe Louis
4877	5952	2011-07-20	WE GOTTA GO	$800	For a vacation getaway, let's all head to this southernmost U.S. state	Hawaii
4878	5953	2011-07-20	BUSINESS & FINANCE ABBREV.	$1200	P&L: of concern to all companies	Profit and Loss
4879	5954	2011-07-20	SONGS FROM MUSICALS	$1200	"""Willkommen"" & ""The Money Song"""	Cabaret
4880	5955	2011-07-20	THE STYLE OF ELEMENTS	$1200	This element, atomic no. 17, is used as a bleach	chlorine
4881	5956	2011-07-20	"THAT'S ""RIGHT""!"	$1200	"""Shower"" us with this 3-word meteorological term meaning everything's a-ok"	right as rain
4882	5957	2011-07-20	LOUIS, LOUIS	$1200	This top leader of the Nation of Islam is an accomplished violinist & once worked as a Calypso singer	Farrakhan
4883	5958	2011-07-20	WE GOTTA GO	$4,000	Catching up on Mayan history is a treat in this most populous Central American nation; about half of the people are Mayan	Guatemala
4884	5959	2011-07-20	BUSINESS & FINANCE ABBREV.	$1600	ROI: the amount gained, before tax & after depreciation, from a venture	Return On Investment
4885	5960	2011-07-20	SONGS FROM MUSICALS	$1600	"""And I Am Telling You I'm Not Going"" & ""One Night Only"""	Dreamgirls
4886	5961	2011-07-20	THE STYLE OF ELEMENTS	$5,400	Make no bones about it, it's the fifth most abundant element in both the earth's crust & the human body	calcium
4887	5962	2011-07-20	"THAT'S ""RIGHT""!"	$1600	"In ""The Merry Adventures of Robin Hood"", Little John is fingered as one of these chief assistants"	a right-hand man
4888	5963	2011-07-20	LOUIS, LOUIS	$1600	The middle name of this Art Nouveau glasswork artist was Comfort	Tiffany
4889	5964	2011-07-20	WE GOTTA GO	$1600	Let's watch some movies when we get to this Asian country that makes more movies than any other, about 900 a year	India
4890	5965	2011-07-20	BUSINESS & FINANCE ABBREV.	$2000	EPS: the net income of a corporation divided by the total units of common stock outstanding	Earnings Per Share
4891	5966	2011-07-20	SONGS FROM MUSICALS	$2000	"""The Song That Goes Like This"" & ""His Name Is Lancelot"""	Spamalot
4892	5967	2011-07-20	THE STYLE OF ELEMENTS	$2000	"(<a href=""http://www.j-archive.com/media/2011-07-20_DJ_20.jpg"" target=""_blank"">Alex walks along the shore of the Dead Sea in Israel with mud all over his face.</a>) For hundreds of years people have believed in the rejuvenating qualities of the Dead sea's black mud. Among its many components this element, symbol Mg, said to remove toxins from the skin. Makes you feel good."	magnesium
4893	5968	2011-07-20	"THAT'S ""RIGHT""!"	$2000	The U.N. adopted this, the UDHR, in 1948; I guess it'll still apply if we ever get to Alpha Centauri	the Universal Declaration of Human Rights
4894	5969	2011-07-20	LOUIS, LOUIS	$2000	"""Pretty Baby"" & ""Atlantic City"" were films by this French director who was married to Candice Bergen"	Malle
4895	5970	2011-07-20	WE GOTTA GO	$2000	If we trek to the southern section of this Egyptian peninsula, we can visit the mount of the same name	Sinai
4896	5971	2011-07-19	ADVENTURES IN LITERATURE	$200	One adventure of these 2 Twain boys:  attempting to cure warts with a dead cat out in the cemetery at midnight	Huck Finn & Tom Sawyer
4897	5972	2011-07-19	MUSICAL NUMBERS	$200	"The Commodores: ""____ Times A Lady"""	Three
4898	5973	2011-07-19	THE PLUMBER KNOWS	$200	...how to install an aerator on this sink part to control flow & splashing	the faucet
4899	5974	2011-07-19	"""A"" BEFORE ""E"""	$200	A radio antenna	an aerial
4900	5975	2011-07-19	CELEBRATED ON THEIR BIRTHDAYS	$200	National Inventors Day, February 11	Thomas Edison
4901	5976	2011-07-19	MASSACHUSETTS GENERAL HOSPITAL	$200	(Sarah of the Clue Crew stands on a stage.) W.T.G. Morton made history here in Mass General's surgical amphitheatre.  On October 14, 1886 he performed the first public successful surgery using this anesthetic	ether
4902	5977	2011-07-19	ADVENTURES IN LITERATURE	$400	"The epilogue of this novel says, ""I have now told the singular, but veracious story of the opera ghost"""	Phantom of the Opera
4903	5978	2011-07-19	MUSICAL NUMBERS	$400	"Barenaked Ladies: ""____ Week"""	One
4904	5979	2011-07-19	"""A"" BEFORE ""E"""	$400	"""I'm glad I met ya"", this company providing medical insurance to more than 19 million Americans"	Aetna
4905	5980	2011-07-19	CELEBRATED ON THEIR BIRTHDAYS	$400	International Nurses Day, May 12	(Florence) Nightingale
4906	5981	2011-07-19	MASSACHUSETTS GENERAL HOSPITAL	$400	(Jimmy of the Clue Crew stands in front of a piece of apparatus.)  Massachusetts General is the only place where PET scanning and this imaging use one machine; the combination in 3-D images gives information faster in brain cancer patients, minimizing the time between detection and treatment	MRI
4907	5982	2011-07-19	ADVENTURES IN LITERATURE	$600	Actually the third book in the series, this kids' classic recounts the Ingalls family's move to Kansas	Little House on the Prairie
4908	5983	2011-07-19	MUSICAL NUMBERS	$600	"The Searchers: ""Love Potion Number ____"""	Nine
4909	5984	2011-07-19	"""A"" BEFORE ""E"""	$600	For its 75th anniversary, it is offering flights between Dublin & Boston for as low as 199 euros	Aer Lingus
4910	5985	2011-07-19	CELEBRATED ON THEIR BIRTHDAYS	$600	Arbor Day in California, March 7	Luther Burbank
4911	5986	2011-07-19	MASSACHUSETTS GENERAL HOSPITAL	$600	(Jimmy of the Clue Crew stands in front of another apparatus.)  A device that uses microchips to detect one cancer cell in a billion may supersede this technique of taking tissue samples from living patients and may lead to finding  cancers before tumors form	a biopsy
4912	5987	2011-07-19	ADVENTURES IN LITERATURE	$800	This thriller by Richard P. Hendrick is about a mutiny aboard the USS Alabama, a nuclear submarine	Crimson Tide
4913	5988	2011-07-19	MUSICAL NUMBERS	$800	"The White Stripes: ""____ Nation Army"""	Seven
4914	5989	2011-07-19	"""A"" BEFORE ""E"""	$800	"Per Virgil, he ""was the first to journey from the coasts of Troy as far as Italy and the Lavinian shores"""	Aeneas
4915	5990	2011-07-19	CELEBRATED ON THEIR BIRTHDAYS	$800	American Painters Day, February 3	Norman Rockwell
4916	5991	2011-07-19	MASSACHUSETTS GENERAL HOSPITAL	$2,800	(Sarah of the Clue Crew is in front of another piece of apparatus.)  Massachusetts General is one of the first hospitals to make genetic testing standard in cancer treatment.  Robotics allow the processing of up to 96 samples at once so doctors can immediately target patients with these changes in DNA sequence	mutations
4917	5992	2011-07-19	ADVENTURES IN LITERATURE	$1000	Almost 60, John Steinbeck set out in search of America with his dog & chronicled the adventure in this book	Travels with Charlie
4918	5993	2011-07-19	MUSICAL NUMBERS	$1000	"The Vogues: ""____ O'Clock World"""	Five
4919	5994	2011-07-19	"""A"" BEFORE ""E"""	$1000	"It's the 7-letter name for <a href=""http://www.j-archive.com/media/2011-07-19_J_22.jpg"" target=""_blank"">this</a> traffic beater; too bad it never really got off the ground with the public"	the aerocar
4920	5995	2011-07-19	CELEBRATED ON THEIR BIRTHDAYS	$1000	Peter Pan Day, May 9	J.M. Barrie
4921	5996	2011-07-19	MASSACHUSETTS GENERAL HOSPITAL	$1000	(Sarah of the Clue Crew stands before another apparatus.)  To spare healthy tissues while treating tumors Massachusetts General uses a state-of-the-art cyclotron to deliver radiation; beams of these</i> particles:  hydrogen atoms whose electrons have been removed	protons
4922	5997	2011-07-19	FRANKS	$400	"This brand of franks was known in commercials to ""plump when you cook 'em"""	Ball Park Franks
4923	5998	2011-07-19	DEAN	$400	"""Dean"" comes from the Latin decan, meaning a ruler or chief of this many"	ten
4924	5999	2011-07-19	SAMI	$400	"The Sami are also known by this name; a ""land"" within the European Arctic Circle has been named for them"	the Lapps
4925	6000	2011-07-19	JOEY	$400	"There are 3 species of <a href=""http://www.j-archive.com/media/2011-07-19_DJ_23.jpg"" target=""_blank"">this</a> marsupial with flat skulls, small eyes & adorable joeys"	wombats
4926	6001	2011-07-19	PETER	$400	"He wrote & directed the most recent incarnation of ""King Kong"""	Peter Jackson
4927	6002	2011-07-19	"THE ""RAT"" PACK"	$400	Snake's end, or baby's plaything	a rattle
4928	6003	2011-07-19	FRANKS	$800	"If you see a ""K"" in a triangle on your hot dog pack, it's been certified as this-- l'chaim!"	kosher
4929	6004	2011-07-19	DEAN	$800	In May 2010 this former Dean of Harvard Law was nominated to succeed Supreme Court Justice John Paul Stevens	(Elena) Kagan
4930	6005	2011-07-19	SAMI	$800	The Sami live in Norway, Sweden & Finland & on this country's Kola Peninsula	Russia
4931	6006	2011-07-19	JOEY	$800	Mr. & Mrs. eastern gray this animal welcome joey, 1 inch long & weighing less than a gram	a kangaroo
4932	6007	2011-07-19	PETER	$800	In an HBO biopic John Lithgow played Blake Edwards, & Geoffrey Rush, this late actor	Peter Sellers
4933	6008	2011-07-19	"THE ""RAT"" PACK"	$800	The formal confirmation of a treaty by a government	ratification
4934	6009	2011-07-19	FRANKS	$1200	Austrians challenge Frankfurt's claim to have invented the meaty treat, saying it came from this city	Vienna
4935	6010	2011-07-19	DEAN	$1200	New Yorker staff writer Nicholas Lemann is also dean of the USA's best-known school of this, at Columbia	journalism
4936	6011	2011-07-19	SAMI	$1200	Many of the Sami make their living herding these animals of the family Cervidae	reindeer
4937	6012	2011-07-19	JOEY	$1200	"A joey of <a href=""http://www.j-archive.com/media/2011-07-19_DJ_25.jpg"" target=""_blank"">this</a> marsupial with the same name as a non-powered aircraft takes flight at about 3 and a half months"	a glider
4938	6013	2011-07-19	PETER	$1200	The Peter of the Rat Pack was this British actor who married Patricia Kennedy	Peter Lawford
4939	6014	2011-07-19	"THE ""RAT"" PACK"	$1200	A toothed wheel that allows movement in only one direction	a ratchet
4940	6015	2011-07-19	FRANKS	$1600	"This now ""famous"" frank seller used 2 spice purveyors to keep his Coney Island hot dog recipe secret"	Nathan's
4941	6016	2011-07-19	DEAN	$1600	Jonathan Swift was dean of this cathedral with a saintly Irish name-- in Dublin, not New York	St. Patrick's
4942	6017	2011-07-19	SAMI	$1600	"The Sami were long considered this type of people, from the Greek for ""to wander in search of pasture"""	nomads
4943	6018	2011-07-19	JOEY	$1600	In marsupials only, these glands develop independently to provide tailored nutrition to individual joeys	mammary glands
4944	6019	2011-07-19	PETER	$1600	"His first Oscar nomination came in 1986 for directing ""Witness"""	Peter Weir
